processed_tokens,class_label
"['turkcell', 'sagolsunn', 'd']",Positive
"['superonline', 'a', 'gec', 'kafa', 'rahat']",Positive
"['ttnet', 'dusunme', 'bile', 'en', 'iyi', 'superonline']",Positive
"['hayat', 'paylaş', 'güzel']",Positive
"['ama', 'sen', 'ne', 'çek', 'bu', 'dan', 'hala', 'mı', 'bir', 'tepki', 'yok', 'i̇yi', 'ki', 'li', 'geçmiş', 'ol', 'degistir', 'artık', 'haket']",Positive
"['numara', 'turkcell', 'taşı', 'tam', 'zaman', '20', 'tl', 'yük', 'aylık', 'her', 'yön', '250', 'dakika', 'bedava', 'konuş', 'kazaniyorsun', 'duy', 'duymadik', 'de', 'd']",Positive
"['keciorene', 'superonline', 'fiber', 'cekiyomus']",Positive
"['pazarlamakonferansi', 'turkcell', 'ile', 'yine', 'cok', 'keyif', 'bir', 'konferans', 'baslamak', 'uzer']",Positive
"['ben', 'özturkcell', 'ci']",Positive
"['biri', 'adsl', 'icin', 'ozel', 'kufurler', 'ariyorum', 've', 'tabiki', 'iyi', 'ki', 'varsin', 'turkcell']",Positive
"['val', 'hacı', 'superonline', 'var', 'kafa', 'rahat', 'kusur', 'bak', 'ama', 'öyle', 'yani̇']",Positive
"['artık', 'var', 'turkcell', 'site', 'bak']",Positive
"['aynı', 'zaman', 'özel', 'de', 'hayat', 'paylaş', 'güzel', 'lalalala', 'la', 'lala', 'p']",Positive
"['bir', 'co', 'cola', 'bir', 'de', 'türkcell', 'reklam', 'konu', 'ol', 'olası', 'çok', 'başarı', 'büyük', 'ol', 'böyle', 'bir', 'şey', 'ol', 'gerek']",Positive
"['32', 'gb', 'gold', 'paket', 'gayet', 'iyi']",Positive
"['bu', 'ara', 'sadece', 'ben', 'düşün', 'tek', 'turkcell', 'var']",Positive
"['i̇yi', 'gun', 'kot', 'gun', 'dost', 'mesaj', 'ata', 'turkcell']",Positive
"['san', 'iphone', '4si', 'en', 'ucuz', 'turkcell', 've', 'darty', 'sat', '2bin', 'lira', 'alt', 'sat', 'iki', 'yer']",Positive
"['ne', 'yap', 'ki', 'turkcell', 'ben', 'yanlış', 'paket', 'almisim', 'ara', 'müşteri', 'hizmet', 'tllerimi', 'geri', 'gönder']",Positive
"['süperonlinehem', 'daha', 'hız']",Positive
"['millet', 'hat', 'degistirelim', 'numara', 'migrosda', 'turkcell', 'taşı', 'veya', 'yeni', 'fatura', 'hat', 'alan', '50tl', 'bedava', 'alışveriş']",Positive
"['i̇so', 'i̇novasyon', 'büyük', 'ödül', 'turkcell', 'teknoloji', 'araştır', 'geliş', 'i̇so', 'i̇novasyon', 'jüri', 'özel', 'ödül', 'royal', 'halı', 'kazan']",Positive
"['abla', 'cuma', 'gün', 'turkcell', 'muzikte', 'sen', 'canlı', 'canlı', 'internettenmi', 'dinlicez', 'turkcell', 'muzikte', 'olcağını', 'bil', 'ama', 'nasıl', 'olcak']",Positive
"['keşif', 'paylasmalısın', 'hayat', 'paylasınca', 'güzel', 'reklam', 'bile', 'var', 'd']",Positive
"['tabi', 'ki', 'el', 'ne', 'gel', 'hayat', 'paylaş', 'güzellalalalaaaaa']",Positive
"['yok', 'ya', 'iyi', 'turkcell', 'alis']",Positive
"['bnce', 'süperonline', 'yad', 'smileadsl', 'yap']",Positive
"['gördüğm', 'en', 'hız', 'turksel', 'müşteri', 'temsilci', 'asıl', 'ben', 'teşekkür', 'et']",Positive
"['hayat', 'paylasinca', 'guzel']",Positive
"['biliyomusunuzzzz', 'turkcell', 'oluyorummmm', 'bilmessiniz', 'tabi', 'çünkü', 'daha', 'yeni', 'karar', 'verdimmmm']",Positive
['superonline'],Positive
"['turkcell', 'ben', 'kıyak', 'geçmiş', 'sms', 'paket', 'sene', 'kadar', 'darling', 'd']",Positive
"['eh', 'ne', 'de', 'hayat', 'paylaş', 'güzel']",Positive
"['diyarbakirdan', 'ayrilma', 'vaktiaksam', 'yemegi', 've', 'kahvaltisi', 'mukemmeldisahneyi', 'anla', 'gerek', 'yok', 'turkcell', 'ekip', 'tesekkurler']",Positive
"['sen', 'sev', 'turkcell', 'iyi', 'ki', 'var']",Positive
"['internet', 'hız', 'neden', '8m', 'degil', 'su', 'hız', 'art', 'yok', 'superonline', 'alıcam']",Positive
"['yazık', 'ya', 'd', 'ama', 'ben', 'turkcell', 'mobil', 'öde', 'yemek', 'siparis', 'et', 'd']",Positive
"['gardaşcığım', 'hayat', 'paylaş', 'güzel']",Positive
"['kesk', 'turkcell', 'panpisim', 've', 'karsim', 'i', 'de', 'yazsaydi', 'pano', 'ben', 'sen', 'bura', 'yolla', 'muck']",Positive
"['geri', 'kalan', 'müzik', 'aktivite', 'çalış', 'bugün', 'ev', 'internet', 'izlicemçok', 'merak', 'et', 'bu', 'güzel', 'proje', 'nasıl', 'görünüyo']",Positive
"['sbh', '0730', 'irkettin', 'giriinde', 'el', 'eker', 'noel', 'bab', 'biz', 'kariladiturkcell', 'sen', 'sevyorum']",Positive
"['huaweri', 'u8650', 'yani', 'turkcell', 't20', 'o', 'bütçe', 'için', 'en', 'geliş', 'kullan', 'telefon']",Positive
"['vakit', 'bula', 'ihtimal', 'karşın', 'turkcell', 'de', 'iste', 'yarın', 'gel', 'hız', 'oku', 'detay', 'kaçır', 'iste']",Positive
"['bendeniz', 'turkcell', 'e', 'geçmiş', 'bulun']",Positive
"['hayat', 'paylaş', 'güzel', 'hilal', 'la', 'la', 'la']",Positive
"['turkcell', 'i', 'ariyorum', 'genelde', 'ben', 'yia', 'bayadir', 'yeniliyo', 'kendi', '100mb', 'de', 'yapiyolar', 'd']",Positive
"['büyük', 'süreyya', 'ciliv']",Positive
"['hoşgel', 'ara', 'hayat', 'bağ', 'turkcell', 'hazal']",Positive
"['bugün', 'gds', 'sınav', 'varevet', 'var', 've', 'ben', 'daha', 'yeni', 'çalısmaya', 'basladım', 'hayat', 'paylasınca', 'güzel']",Positive
"['ama', 'hayat', 'paylaş', 'güzel', 'lazım', 'yanid']",Positive
['gunaydin'],Positive
"['turkcell', 'hala', 'prestij', 'kazan', 'bir', 'marka', 'o', 'kullan', 'insan', 'için', 'hala', 'belli', 'bir', 'seviye', 'ol', 'eş']",Positive
"['iphone', '4', 'konu', 'baba', 'kan', 'girdi', 'bugün', 'turkcell', 'al', 'katalog', 'ile', 'yan', 'git', 'iste', 'bu', 'de']",Positive
"['turkcell', 'wınn', 'kullan']",Positive
"['turkcellmuzik', 'hoş', 'ol', 'güzel', 'ol', 'çok', 'da', 'güzel', 've', 'çok', 'hoş', 'ol']",Positive
"['bu', 'tarife', 'pek', 'beğendi', 'teşekkür', 'et', 'yardım', 'için', 'tarife', 'de', 'bu', 'san']",Positive
['turkcell'],Positive
"['vodafone', 'mu', 'ama', 'herkes', 'turkcell']",Positive
"['o', 'zaman', 'sen', 'bir', 'soru', '8yıl', 'turkcell', 'kullanıpbi', 'gaz', 'avea', 'geç', 'ama', 'şimdi', 'yine', 'turkcell', 'geç', 'düşün', 'sen']",Positive
"['merhaba', 'ben', 'dünya', 'tek', 'sıradışı', 'yüz', 'sahib', 'erkek', 'ol', 'turkcell', 'kullan', 'turkcell', 'kalite', 'duyarlı', 'tartış']",Positive
"['hayat', 'paylaş', 'güzel', 'slogan', 'hayat', 'geçir', 'iste', 'çocuk', 'facebook', 'da', 'paylaşım', 'rekor', 'kır']",Positive
"['saol', 'sen', 'da']",Positive
"['ekonomi', 'sayfa', '2011', 'ön', 'çık', 'marka', 'belli', 'ol', 'birinci', 'thy', 'ikinci', 'turkcell', 'üçüncü', 'ziraat', 'banka', 'ol']",Positive
"['turkcell', 'in', '3g', 'si', 'kamil', 'kocun', 'aptal', 'wifi', 'indan', 'cok', 'daha', 'ii', 'ki']",Positive
"['ne', 'de', 'de', 'avea', 'vodofone', 'hikayeturkcell', 'gibi', 'yok']",Positive
"['cekim', 'gu', 'turkcell', 'victoria', 'melegi', 'vodafone', 'hadise', 'kapsam', 'alanivictoria', '180cm', 'hadise', '160cm']",Positive
"['eger', 'sans', 'var', 'superonline', 'fiber', 'optik', 'yok', 'zaten', 'diğer', 'hepsi', 'aynı']",Positive
"['tmm', 'tşkrler', 'turkcell', 'facebook', 'sayfa']",Positive
"['son', '14', 'ay', 'o', 'sonra', 'vodafone', 'dan', 'kurtul', 'hani', 'o', 'reklam', 'paha', 'diye', 'salla', 'şirket', 'gidi', 'turkcell']",Positive
"['ahaha', 'hadi', 'ya', 'öyle', 'mihatta', 'turkcell', 'emotional', 'paket', 'duy', 'bir', 'de', 'iltifat', 'sevgi', 'sözcük', 'vs', 'atıyo', 'kız', 'çin', 'ideal']",Positive
"['yap', 'bişey', 'var', 'bul', 'eğer', 'sen', 'durum', 'de', 'düşün', 'değil', 'mi', 'ne', 'de', 'ol', 'hayat', 'paylaş', 'güzel']",Positive
"['bostan', 'gösteri', 'merkez', 'dogru', 'yoldayiz', 'konser', 'de', 'tum', 'sarkilar', 'turkcell', 'global', 'bilgi', 'icinsevgiler']",Positive
"['süperonline', 'ım', 'yokki', '100', 'mbit', 'internet', 'ol', 'biz', 'okul', 'var', 'ama', '100', 'mbit', 'dene']",Positive
"['i̇phone', '4s16', 'aralık', 'tarih', 'turkcell', 'bayi', 'kampanya', 'sat', 'sun', 'bilgi']",Positive
"['turkcell', 'pazarlamakonferansi', 'charlene', 'li']",Positive
"['encoksevdigimsey', 'turkcell', 'ile', 'hayat', 'bağla']",Positive
"['ben', 'memnun', 'de']",Positive
"['cokozledim', 'superonline', 'ile', 'internet', 'bağla', 'o', 'gün', 'tek', 'de', 'ev', 'telefon', 'meşgul', 'ol', 'kimse', 'anla']",Positive
"['kurum', 'hat', 'kullan', 'yerine', 'bireysel', 'fatura', 'ol', 'daha', 'iyi', 'val', 'bireysel', 'fatura', 'ol', 'turkcell', 'si', 'samsung', 'galaxy', 'note', 'almıstım']",Positive
"['turkcell', 'de', 'ben', 'çok', 'güzel', 'bir', 'kız', 'gibi', 'gel', 'vazgecemiyorum']",Positive
"['evet', 'bu', 'laf', 'laf', 'çakmak', 'için', 'yer', 'ara', 'oldud', 'laf', 'sadece', 'turkcell', 'için', 'geri', 'alıyorumd']",Positive
"['saygıdeğer', 'say', 'sevgili', 'turkcell', 'aile', 'en', 'guzel', 'dıleklerımı', 'yolla', 'sonra', 'istek', 'onayla', 'ben', 'sevin', 'değil', 'yani', 'd']",Positive
"['turkcellfestival', 'harika', 'yorum', 'dolay', 'model', 'teşekkür', 've', 'tabiki', 'turkcell', 'e']",Positive
"['imza', 'işle', 'bu', 'vazgeç', 'turkcel', 'sevda']",Positive
"['doğum', 'gün', 'kutla', 'turkcell', 'milesampsmiles', 've', 'hatta', 'greenpeacee', 'bile', 'teşekkür', 'et', 'birtane']",Positive
"['nolucak', 'ben', 'bu', 'mikrofon', 'merakim', 'sonunda', 'bunuda', 'yaptim', 'o', 'ses', 'turkcell', 'de', 'yar', 'aksam', 'performans', 'sergileyecegim', 'bide', 'kazanirsanm', 'var', 'ya']",Positive
"['kaç', 'kez', 'sonbohar', 'kaçç', 'kezz', 'dedimm', 'hayaaaatt', 'vodafone', 'freezone', 'kullan', 'ama', 'hoş', 'git', 'ben', 'genç', 'turkcel', 'türkcelli̇ni̇n', 'güç']",Positive
"['ben', 'unut', 'tek', 'adam', 'turkcell']",Positive
"['her', 'yer', 'çek', 'de', 'bu', 'hız', '3g', 'hiç', 'çek', 'daha', 'iyi', 'sözleşme', 'bit', 'bit', 'back', 'to']",Positive
"['özturkcell', 'reklami', 'cok', 'iyi', 'olmus', 'abi', 'ya', 'd', 'suan', 'türkiye', 'deee', 'sadece', '1', 'tane', 'var', 'd']",Positive
"['3kelimeyle2011', 'basar', 'performans', 'keyif']",Positive
"['değer', 'kat', 'ödül', 'süreyya', 'ciliv', 'turkcell', 'genel', 'müdür', 'süreyya', 'ciliv', 'bahçeşehir', 'üniversitesi', 'tarafından', 'bu']",Positive
"['ohaaa', 'bedava', 'dk', 'kazandim', 'lacanim', 'turkcellbiri', 'bu', 'ani', 'not', 'etsinbir', 'daha', 'bu', 'ayik', 'kafa', 'de', 'onumuzdeki', '4', 'cumartesi', '60', 'dkm', 'ol']",Positive
"['ben', 'teşekkür', 'et', 'hayat', 'paylaş', 'güzel', 'de', 'turkcell', 'sponsor', 'olurmu', 'acaba']",Positive
"['süperonline', 'kesinllikle']",Positive
"['internet', 'paket', 'bit', 'ama', 'bit', 'gerekiyodu', 'buyuk', 'turkcell', 'd']",Positive
"['tabiki', 'hayat', 'paylaş', 'güzel', 'sohbet', 'çok', 'hoş', 'yaa']",Positive
"['hayat', 'okudugunu', 'paylastikca', 'guzel', 'sloganiyla', 'vapur', 'gazete', 'dagitan', 'turkcell', 'e', 'hayyy', 'yaşşaa', 'le', 'turkcell', 'de', 'gel', 'icimdenmy']",Positive
"['ben', 'tekrar', 'turkcell', 'geç', 'var', 'böyle', 'kendi', 'çok', 'yalnız', 'hisset', 'kimse', 'mesaj', 'atmıyo', 'artık']",Positive
"['bı', 'cep', 'ınternet', 'gırebılıyorum', 'nolur', 'bu', 'ru', 'bıtmesın', 'turkcell']",Positive
"['eğer', 'düzen', 'ol', 'küfür', 'et', 'istiyosan', 'ttneti', 'seç', 'ben', 'daha', 'geçen', 'ay', 'superonline', 'geç', 'çok', 'daha', 'iyi']",Positive
"['kontör', 'aldi', 'aninda', '7', 'tl', 'aldi', 'bu', 'turkcell', 'neyse', 'internet', 'paket', 'yenilenmis', 'ol', 'iyi', 'iyi']",Positive
"['ben', 'için', 'turkcell', 've', 'diğer', 'turkcell', 'baba', 'oğul', 'gibi', 'nie', 'savunuyosam']",Positive
"['avea', 'gordugum', '270', 'tl', 'lik', 'fatura', 'sonra', 'turkcell', 'ben', 'el', 'opulesi', 'gel']",Positive
"['2011', 'de', 'turkcell', 'kal', 'devam', 'et', 'mesela']",Positive
"['özturkcell', 'abi', 'o']",Positive
"['bu', 'ara', 'turkcell', 'caglayan', 'adliye', '7', 'full', 'cekiyor', 'ben', 'bask', 'reklam', 'bil']",Positive
"['capital', '500listesindeki', 'herbasarili', '10', 'irketten9u', 'biz', 'çalisiyor', 'turkcell']",Positive
"['turkcell', 'kalpkalp', 'pp', 'bu', 'şirin', 'hep', 'sen', 'yapıyo']",Positive
"['cnm', 'ben', 'superonline', 'kullaniyorum', 'kesinlikle', 'cok', 'hizli', 'acaip', 'memnun', 'tavsiye', 'ediyorummm']",Positive
"['bu', 'mesela', 'sunexpress', 'turkcell', 'tüm', 'iç', 'hat', 'uç', '50', 'indirim', 'bu', 'gün', 'son', 'gun']",Positive
['hayir'],Negative
"['turkcell', 'adinda', 'bir', 'telefon', 'operatoru', 'vardeli', 'dumrul', 'dan', 'besbin', 'beterpara', 'carpmanin', 'adi', 'turkcell', 'olmuseline', 'ver', 'kol', 'kurtaramiyorsun']",Negative
"['dilek', 'superonline', 'turkcell', 'ttnet', 'vb', 'firma', '2012', 'siz', 'ara', 'de', 'yerine', 'direk', 'bura', 'cevap', 'ver', 'şekil', 'hope', '2012']",Negative
"['mesaj', 'hak', 'yapamıyorumturkcell', 'yok', 'ol', 'iste', 'şua']",Negative
"['turksel', 'amca', 'yapmiyo', 'artik', 'sen', 'oyle', 'kiyaaklar', 'kankı']",Negative
"['türkcell', 'süperonli̇ne', 'anadolu', 'yakasindaki̇', 'sorun', '2012', 'çöz', 'mi̇', 'acaba']",Negative
"['turkcell', 'um', 'bu', 'sonra', 'kafa', 'sarı', 'anten', 'geçirenmıy', 'mıy', 'konuş', 'v', 'ayak', 'inşaat', 'çizme', 'giy', 'çocuk', 'kullan', 'reklmlarında']",Negative
"['sendemi', 'birütüsss', 'yha', 'türk', 'görünüm', 'şahin', 'git', 'kontür']",Negative
"['28112011', 'de', 'başla', 'oturum', '01012012', '0034', 'de', 'kapa', 'ilgili', 'kota', 'ocak', '2012', 'ye', 'ekle', 'superonline', 'ı', 'bura', 'alkış', 'kına']",Negative
"['bu', 'gece', 'saat', '0000da', 'mesaj', 'atay', 'sevgılısı', 'at', 'sans', 'gerızekalı', 'turkcell']",Negative
"['bir', 'hafta', 'icerisinde', 'kurulum', 'yapacaktinizaraya', 'bayram', 'tatil', 'gir', 'o', 'zaman', 'bu', 'zaman', 'ne', 'ara', 'ne', 'gel', 'var']",Negative
"['ısık', 'hız', 'oldugunu', 'ıddıa', 'ettıklerı', 'ınternetı', '8', 'gunde', 'baglayamıyorlar']",Negative
"['turkcell', 'kazıkla', 'nasıl', 'yap', 'kanka', 'sms', 'yap', 'sene', 'bitiyo', 'd']",Negative
"['superonline', 'yine', 'birincil', 'dns', 'sunucu', 'hatasi', 'ver', 'baglanamiyorum']",Negative
"['iphone', '4s', 'kampanya', 'çok', 'paha', 'be', 'turkcell', 'bi', 'kere', 'de', 'ki', 'al', 'ibocum', 'hep', 'hediye', 'dağıt', 'buda', 'biz', 'sen', 'diye']",Negative
"['ben', 'tam', '0000', 'kim', 'ben', 'dusunuyor', 'demistim', 'ki', 'turkcell', 'mesaj', 'atti', 'cani']",Negative
"['ben', 'cok', 'yedi', 'turksel', 'ya', 'iptal', 'ettigim', 'servis', 'tekrar', 'actilar', 'filan', 'si', 'vodafonedayim', 'gayet', 'iyi', 'hic', 'sorun', 'yasamadim']",Negative
"['turkcell', 'ben', 'haber', 'numara', 'vodofonedan', 'turkcell', 'taş', 'sonra', 'numara', 'başka', 'biri', 'ver', 'oçler', 'dava', 'açıcam', 'ibnelerd']",Negative
"['duy', 'bu', 'superonline', 'japonya', '83mbps', 'internet', '60usd', 've', 'limit', 'kota']",Negative
"['a', 'şimdi', 'derin', 'nefes', 'al', 'beyin', 'oksijen', 'git', 'ayrıca', 'bu', 'turkcell', 'ben', 'neden', 'bok', 'yap']",Negative
"['say', 'ciliv', 'bulunuduğum', 'yer', 'turkcell', 'çek', 'reyhanlı', 'hatay', 'yaz', 'telefon', 'konuş', 'biz', 'için', 'eziyet', 'ol']",Negative
"['müzik', 'dinle', 'sakin', 'sakin', 'arka', 'birden', 'şaaart', 'yoook', 'şuuurrrt', 'yoook', 'diye', 'reklam', 'başla', 'turkcell', 've', 'zaytung', 'bsg']",Negative
"['bu', 'edge', 'ile', '3g', 'arasinda', 'hiz', 'bakimindan', 'neden', 'hic', 'fark', 'yokinternet', 'paket', 'mi', 'kaynakli', 'acaba']",Negative
"['kamil', 'koçtürkcell', '1', 'bilet', 'alan', '1', 'bilet', 'bedava', 'kampanya', 'koca', 'bir', 'kandırmacadırayip']",Negative
"['superonline', 'fiber', 'internet', 'in', 'adil', 'kullanım', 'hak', 'ses', 'kal', 'emsal', 'karar', 'çık', 'rt']",Negative
"['aman', 'bu', 'da', 'hizmet', 'diye', 'sat', 'turkcell', 'hayat', 'rahat', 'et', 'güzel', 'deyip', 'yansı', 'fatura']",Negative
"['turkcell', 'soyguncu', 'ben', '612', 'ay', 'da', 'bır', 'avea', 'vodafone', 'ara', 'gıdıp', 'gelıyorum', 'kı', 'no', 'degıstırme', 'fırsat', 'yarar', 'heheh']",Negative
"['hayattansogutanseyler', 'dur', 'bir', 'mesaj', 'atalim', 'sevgili', 'zannet', 'diye', 'mesaj', 'ata', 'turkcell']",Negative
"['bu', 'turkcell', 'çok', 'piç', 'öyle', 'böyle', 'değil']",Negative
"['ilişki', 'karşılık', 'ol', '1', 'hafta', 'süre', 'karşılık', 'almazsamsilerim', 'sen']",Negative
"['ankara', 'kocatepe', 'çalış', 'kızılay', '500metre', 'fakat', 'altyapı', 'neden', 'fiber', 'internet', 'kullan']",Negative
"['say', 'genel', 'müdür', 'ben', 'bir', 'turkcell', 'kullan', 'hatay', 'reyhanlı', 'da', 'yaşa', 'bulun', 'yer', 'malesef', 'turkcell']",Negative
"['135', 'gün', 'hat', 'tl', 'yüklemyiormuşum', 'ben', 'fakir', 'turkcell', 'affet']",Negative
"['ipohe', '4', 'üm', 'ile', 'alaka', 'turkcell', 've', 'genpa', 'ile', 'büyük', 'sıkıntı', 'var', 'nasıl', 'çözüm', 'bul']",Negative
"['tatlı', 'sen', 'hat', 'turkcell', 'değil', 'mi', 'ben', 'gene', 'sömür', 'mesaj', 'at', 'd']",Negative
"['891000', 'abone', 'kayıp', 'sonra', 'el', 'ki', '532', 'li', 'hat', 'bedava', 'dağıt', 'başla', 'yazık', 'sen', 'can', 'yaa', 'çare', 'son', 'nokta']",Negative
"['ya', 'ben', 'artık', 'yorum', 'yap', 'zaten', 'turkcell', 'de', 'msj', 'at', 'duruyo', 'mercimek', 'köfte', 'yapıcam', 'ben', 'cumartesi', 'hazırla', 'lazım', 'd']",Negative
"['bu', 'da', 'alan', 'kadar', 'müşteri', 'sonra', 'ne', 'hal', 'var', 'gör', 'de', 'bir', 'anlayış', 'vee', 'numara', 'taşı', 'numara', 'dikkat']",Negative
"['ahahaha', 'kanka', 'turkcell', 'sen', 'rahat', 'birakmiyo', 'fksnfksj']",Negative
"['vay', 'alçak', 'turkcell']",Negative
"['ve', 'turkcell', 'al', 'iphone', 'sağlık', 'çalışmıyordaha', 'söyle', 'cok', 'şey', 'var', 'ama', 'daha', 'sonra', 'söyle']",Negative
"['iyik', 'bbm', 'var', 'mesaj', 'gel', 'amaan', 'turkcell', 'de', 'gelmistir', 'deyip', 'gecmiyorum']",Negative
"['baz', 'istasyon', 'monte', 'et', 'sen', 'o', 'turkcell', 'açılacakk', 'arkadaşş']",Negative
"['turkcell', 'cekmiyormu', 'yani']",Negative
"['bir', 'an', 'evvel', 'cevap', 'bekle', 'biz', 'bura', 'hayat', 'sev', 'değil', 'kimse', 'paylaş']",Negative
"['istanbul', 'nın', 'çekim', 'problem', 'yok', '1', 'gb', '3g', 'internet', '14', 'lira', 'türkcell', 've', 'vodafonun', 'yarı', 'fiyat', 'bile', 'değil']",Negative
"['turkcell', 'bilgi', 'mesaj', 'bkunu', 'çıkar', 'ama', 'gece', 'gece', 'bu', 'kadar', 'yükle', 'ki']",Negative
"['turkcell', 'yerine', 'ben', 'mesaj', 'atıcaktım', 'ama', 'fazla', 'ilgi', 'soğu', 'dıye', 'at']",Negative
"['156', 'gun', 'tl', 'yuklemiyomusum', 'ahahahaha', 'artik', 'turkcell', 'sevgili', 'musterimiz', 'demiyo', 'ben', 'surekli', 'anamin', 'telefon', 'tl', 'aktardigim', 'icin']",Negative
"['link', 'haber', 'i', 'oku', 'ama', 'son', 'kadar', 'reklam', 'teknik', 'süper', 'turkcell', 'ağız', 'sıçimmm']",Negative
"['turkcell', 'ara', 'isyan', 'edicem', 'şimdibikere', 'ol', 'fatura', 'gel', 'gerek', 'gibi', 'yollamıyolar']",Negative
"['kontor', 'yukle', 'koca', 'ol', 'turkcell', 'kanka', 'ahahahahahaha', 'd']",Negative
"['citysdeki', 'turkcell', 'tam', 'bir', 'dolandırıcı', 'iphone4', 'kontratli', 'fiyat', 'sor', '124', 'başla', 'de', 'yalan', 'yanlış', 'bilgi', 'ver']",Negative
"['bu', 'sonra', 'düşün', 'biz', 'de', 'gayet', 'memnun', 'vodofondan']",Negative
"['şu', 'son', 'avea', 'reklam', 'etki', '4', 'tl', '100', 'dk', 'her', 'yön', 'çok', 'iyi', 'tarife', 'var', 'turkcell', 'yet']",Negative
"['oha', 'süperonline', 'da', 'bile', 'kesiliyosa', 'öl', 'biz']",Negative
"['10', 'sene', 'turkcell', 'iletisim', 'merkezlernde', 'muhattap', 'oldgm', 'butun', 'erkek', 'temsilci', 'aptal']",Negative
"['kirmizidayim', 'arammisin', 'ulasamiooruz', 'birbiri', 'malum', 'turkcell', 'cekmioo']",Negative
"['lanet', 'ol', 'turkcel']",Negative
"['i̇yiki', 'bi', 'nar', 'paket', 'bitti', 'turkcell', '10', 'saniye', '3', 'mesaj', 'at']",Negative
"['git', 'baba', 'kan']",Negative
"['o', 'degilde', 'türkcell', 'hala', 'ben', 'bulupta', '10', 'saniye', 'bir', 'tweet', 'atmadi', 'ben', 'bir', 'aksilik', 'var', 'bu', 'iste']",Negative
"['183', 'um', 'bu', 'rakam', 'sonunda', 'tl', 'ibare', 'yok', 'turkcell', 'deyi', 'akıl', 'sadece', 'fatura', 'gel']",Negative
"['2', 'saat', 'once', 'kontor', 'yukledım', 'ama', 'hala', 'sms', 'ım', 'yenılenmedı', 'bok', 'ye', 'turkcellbok', 'ye']",Negative
"['dur', 'bi', 'mesaj', 'atıyımda', 'sev', 'gel', 'sans', 'turkcell']",Negative
"['10', 'tl', 'mi', '20', 'tl', 'yap', 'türkcell', 'sus', 'bi', 'mınakodum', 'ya', 'sus', 'saat', 'baş', 'mesaj', 'mı', 'at']",Negative
"['dur', 'bi', 'mesaj', 'at', 'sevgili', 'zannet', 'turkcell']",Negative
"['çözüm', 'varmı', 'biz', 'hala', 'superonline', 'çözüm', 'bula']",Negative
"['4', 'çek', 'diye', 'reklam', 'yap', 'dogan', 'görünüm', 'sahin', 'kıvam', 'kalansin']",Negative
"['4ceker', 'turkcell', 'sanir', 'bi', 'tek', 'ben', 'oldugum', 'yer', 'cekmiyo']",Negative
"['şu', '3', 'günlük', 'superonline', 'deneyim', 'sonuç', 'söyle', 'öyle', 'bişey', 'yok']",Negative
"['yaptıgın', 'ıs', 'ıs', 'degıl', 'adam', '2', 'ıphone', 'al', 'dıye', 'ben', 'sonra', 'gelmesıne', 'ragmen', 'ben', 'bekletılıyorum', 'su', 'ısın', 'ha']",Negative
"['internet', 'paket', 'iptal', 'edemiorum', 'yardm', 'edersnz', 'sevinrm']",Negative
"['medya', 'yer', 'alan', 'olumsuz', 'haber', 'klasör', 'turkcell', 'genel', 'müdür', 'süreyya', 'ciliv', 'göster', 'düşün', 'ciddi', 'ciddi']",Negative
"['bi', 'kaç', 'gun', 'smsın', 'olmayabılır', 'turksel', 'fark', 'huhu']",Negative
"['paylasmak', 'guzel', 'biz', 'o', 'paylasiyrz', 'o', 'da', 'biz', 'cihazlari', 'paylassa', 'da', 'sloganin', 'hak', 'ver', 'turkcell']",Negative
"['öf', 'be', 'amip', 'turkcell', 'sinir', 'bozuyosun']",Negative
"['sevgili', 'paylasinca', 'guzel', 'ne', 'de', 'turkcell', 'ya']",Negative
"['mesaj', 'alamiyoryaklasik', '2haftadir', 'mesajciklarimi', 'goremiyorsam', 'bu', 'sen', 'vazgececegim', 'anlamina', 'gelebilr', 'turkcellne', 'mere', 'seymissin', 'sen', 'boyle']",Negative
"['bu', 'neya', 'şimdi', 'oldumu', 'turkcell', 'yakıştımı', 'sen', 'srkn']",Negative
"['kesnlikleee', 'turkcell', 'i', 'kapattr', 'hemen']",Negative
"['sen', 'şimdi', 'formspringden', 'soru', 'ile', 'yardım', 'iste', 'canısı', 'telefon', 'hala', 'kıpırda', 'turkcell', 'dürt', 'mi', 'aşk', 'için']",Negative
"['brawo', 'turkcell', 'simdiden', 'cekmiyor']",Negative
"['bi', 'sabah', 'öp', 'uyan', 'be', 'turkcell']",Negative
"['her', 'evrak', 've', 'öde', 'tamam', 'ama', 'telkapalıagır', 'hasta', 'varlanet', 'ol', 'sen', 'turkcellölmek', 'istiyorummmm']",Negative
"['cevap', 'ver', 'la']",Negative
"['su', 'an', 'nisantasinda', 'iletisim', 'kopmus', 'durum', 'haydi', 'rt', '3kelimeyle2011', 'nisantasinda', 'turkcell', 'cekmiyor']",Negative
"['ben', 'cevap', 'ver', 'aynı', 'durum', 'sen', 'için', 'dusunuyordum', 'bu', 'turkcell', 'ara', 'acıcak']",Negative
"['turkcell', 'kullan', 'at', 'sen', 'ama', 'turkcell', 'degilsin', 'p', 'söz', 'turkcell', 'de', 'calsıyorusun', 'p']",Negative
